token,predicted_tag,source
tt,PP,outahajala.csv
s,S,outahajala.csv
kigan,PROT,outahajala.csv
n,S,outahajala.csv
tmizar,NN,outahajala.csv
yaḍnin,PROT,outahajala.csv
am,ADV,outahajala.csv
falṢṭin,NNP,outahajala.csv
d,C,outahajala.csv
surya,NNP,outahajala.csv
.,PUNC,outahajala.csv
man,ADV,outahajala.csv
timitar,NN,outahajala.csv
d,PROR,outahajala.csv
yujja,VB,outahajala.csv
cicun,NNP,outahajala.csv
?,PUNC,outahajala.csv
llan,VB,outahajala.csv
aṭṭaṢ,ADV,outahajala.csv
n,S,outahajala.csv
yidrizn,NN,outahajala.csv
iẓiln,VBP,outahajala.csv
nna,REL,outahajala.csv
d,PROR,outahajala.csv
yujja,VB,outahajala.csv
cicun,NNP,outahajala.csv
g,S,outahajala.csv
miṢṛ,NNP,outahajala.csv
",",PUNC,outahajala.csv
zun,ADV,outahajala.csv
d,PRED,outahajala.csv
:,PUNC,outahajala.csv
-,PUNC,outahajala.csv
taggurt,NN,outahajala.csv
n,S,outahajala.csv
trnawt,NN,outahajala.csv
g,S,outahajala.csv
iɣrm,NN,outahajala.csv
n,S,outahajala.csv
karnak,NNP,outahajala.csv
.,PUNC,outahajala.csv
-,PUNC,outahajala.csv
asmḍl,NN,outahajala.csv
n,S,outahajala.csv
tmlilt,NN,outahajala.csv
tiss,DT,outahajala.csv
simrawt,NN,outahajala.csv
d,C,outahajala.csv
snat,NN,outahajala.csv
g,S,outahajala.csv
yiɣrm,NN,outahajala.csv
n,S,outahajala.csv
talbaṢṭa,NNP,outahajala.csv
.,PUNC,outahajala.csv
dadda,NN,outahajala.csv
lfahim,NNP,outahajala.csv
ittwassn,VBP,outahajala.csv
g,S,outahajala.csv
yiffus,NN,outahajala.csv
n,S,outahajala.csv
tmurt,NN,outahajala.csv
nnɣ,DT,outahajala.csv
",",PUNC,outahajala.csv
yan,DT,outahajala.csv
urgaz,NN,outahajala.csv
s,S,outahajala.csv
ufssay,NN,outahajala.csv
n,S,outahajala.csv
tmukrisin,NN,outahajala.csv
.,PUNC,outahajala.csv
ar,PRPR,outahajala.csv
as,S_PP,outahajala.csv
ttinin,VB,outahajala.csv
«,PUNC,outahajala.csv
dadda,NN,outahajala.csv
lfahim,NNP,outahajala.csv
»,PUNC,outahajala.csv
.,PUNC,outahajala.csv
kudnna,ADV,outahajala.csv
ran,VB,outahajala.csv
imzdaɣn,NN,outahajala.csv
afssay,NN,outahajala.csv
n,S,outahajala.csv
kra,PROT,outahajala.csv
n,S,outahajala.csv
tmukrist,NN,outahajala.csv
",",PUNC,outahajala.csv
ttlaɣan,VB,outahajala.csv
as,S_PP,outahajala.csv
.,PUNC,outahajala.csv
yan,DT,outahajala.csv
wass,NN,outahajala.csv
",",PUNC,outahajala.csv
ẓṛan,VB,outahajala.csv
imẓdaɣn,NN,outahajala.csv
yan,DT,outahajala.csv
umudr,NN,outahajala.csv
nna,REL,outahajala.csv
ur,NEG,outahajala.csv
jjun,ADV,outahajala.csv
ẓṛin,VB,outahajala.csv
.,PUNC,outahajala.csv
tga,VB,outahajala.csv
akkw,ADV,outahajala.csv
tadawt,NN,outahajala.csv
nns,PP,outahajala.csv
tisgniwin,NN,outahajala.csv
.,PUNC,outahajala.csv
ar,PRPR,outahajala.csv
swingimn,VB,outahajala.csv
",",PUNC,outahajala.csv
ar,PRPR,outahajala.csv
swingimn,VB,outahajala.csv
aylliɣ,C,outahajala.csv
ṛmin,VB,outahajala.csv
.,PUNC,outahajala.csv
ur,NEG,outahajala.csv
ssinn,VB,outahajala.csv
ma,INT,outahajala.csv
ad,PRPR,outahajala.csv
iga,VB,outahajala.csv
.,PUNC,outahajala.csv
msasan,VB,outahajala.csv
ad,PRPR,outahajala.csv
ɣrn,VB,outahajala.csv
i,S,outahajala.csv
«,PUNC,outahajala.csv
dadda,NN,outahajala.csv
lfahim,NNP,outahajala.csv
»,PUNC,outahajala.csv
.,PUNC,outahajala.csv
llig,ADV,outahajala.csv
d,PROR,outahajala.csv
yusa,VB,outahajala.csv
",",PUNC,outahajala.csv
iknu,VB,outahajala.csv
xf,S,outahajala.csv
umudr,NN,outahajala.csv
ann,DT,outahajala.csv
",",PUNC,outahajala.csv
ar,PRPR,outahajala.csv
gis,S_PP,outahajala.csv
ismuqqul,VB,outahajala.csv
",",PUNC,outahajala.csv
ar,PRPR,outahajala.csv
gis,S_PP,outahajala.csv
ismuqqul,VB,outahajala.csv
.,PUNC,outahajala.csv
is,PROT,outahajala.csv
ka,PROT,outahajala.csv
iẓṛa,VB,outahajala.csv
tisgniwin,NN,outahajala.csv
",",PUNC,outahajala.csv
issnti,VB,outahajala.csv
ar,PRPR,outahajala.csv
ikkmz,VB,outahajala.csv
tamart,NN,outahajala.csv
nns,PP,outahajala.csv
d,C,outahajala.csv
ugayyu,NN,outahajala.csv
nns,PP,outahajala.csv
.,PUNC,outahajala.csv
yan,DT,outahajala.csv
imikk,DT,outahajala.csv
",",PUNC,outahajala.csv
yasi,VB,outahajala.csv
«,PUNC,outahajala.csv
dadda,NN,outahajala.csv
lfahim,NNP,outahajala.csv
»,PUNC,outahajala.csv
amudr,NN,outahajala.csv
g,S,outahajala.csv
ufus,NN,outahajala.csv
nns,DT,outahajala.csv
",",PUNC,outahajala.csv
yini,VB,outahajala.csv
i,S,outahajala.csv
imzdaɣn,NN,outahajala.csv
:,PUNC,outahajala.csv
«,PUNC,outahajala.csv
way,IN,outahajala.csv
!,PUNC,outahajala.csv
way,IN,outahajala.csv
!,PUNC,outahajala.csv
way,IN,outahajala.csv
!,PUNC,outahajala.csv
hmmm,IN,outahajala.csv
!,PUNC,outahajala.csv
tjla,VB,outahajala.csv
",",PUNC,outahajala.csv
nufa,VB,outahajala.csv
tt,PP,outahajala.csv
!,PUNC,outahajala.csv
taḥanut,NN,outahajala.csv
n,S,outahajala.csv
tsgniwin,NN,outahajala.csv
aya,FOC,outahajala.csv
!,PUNC,outahajala.csv
»,PUNC,outahajala.csv
ad,PRPR,outahajala.csv
ggɣ,VB,outahajala.csv
imddukal,NN,outahajala.csv
immudda,VB,outahajala.csv
yidir,NNP,outahajala.csv
",",PUNC,outahajala.csv
anbdu,NN,outahajala.csv
izrin,VBP,outahajala.csv
",",PUNC,outahajala.csv
zi,S,outahajala.csv
nnaḍuṛ,NNP,outahajala.csv
ɣr,S,outahajala.csv
uftis,NNP,outahajala.csv
n,S,outahajala.csv
" PUNC
isri NN
",PUNC,outahajala.csv
",",PUNC,outahajala.csv
i,S,outahajala.csv
illan,VBP,outahajala.csv
zzat,ADV,outahajala.csv
n,S,outahajala.csv
" PUNC
tẓṛut NN
n Ṣ
nkuṛ NNP
",PUNC,outahajala.csv
.,PUNC,outahajala.csv
imsagar,VB,outahajala.csv
din,PROR,outahajala.csv
akd,S,outahajala.csv
sin,NN,outahajala.csv
n,S,outahajala.csv
tarwa,NN,outahajala.csv
n,S,outahajala.csv
lḥusima,NNP,outahajala.csv
:,PUNC,outahajala.csv
taziri,NNP,outahajala.csv
d,PRED,outahajala.csv
ṭaṛiq,NNP,outahajala.csv
.,PUNC,outahajala.csv
umi,C,outahajala.csv
tn,PP,outahajala.csv
iẓṛa,VB,outahajala.csv
",",PUNC,outahajala.csv
immir,VB,outahajala.csv
wul,NN,outahajala.csv
nns,DT,outahajala.csv
",",PUNC,outahajala.csv
uca,C,outahajala.csv
yads,VB,outahajala.csv
ɣarsn,S_PP,outahajala.csv
",",PUNC,outahajala.csv
inna,VB,outahajala.csv
asn,S_PP,outahajala.csv
:,PUNC,outahajala.csv
idir,NNP,outahajala.csv
:,PUNC,outahajala.csv
azul,NN,outahajala.csv
a,VOC,outahajala.csv
aytma,NNK_PP,outahajala.csv
.,PUNC,outahajala.csv
taziri,NNP,outahajala.csv
:,PUNC,outahajala.csv
azul,NN,outahajala.csv
a,VOC,outahajala.csv
uma,NNK_PP,outahajala.csv
.,PUNC,outahajala.csv
idir,NNP,outahajala.csv
:,PUNC,outahajala.csv
ncc,PP,outahajala.csv
ism,NN,outahajala.csv
inu,DT,outahajala.csv
idir,NNP,outahajala.csv
",",PUNC,outahajala.csv
usiɣ,VB,outahajala.csv
d,PROR,outahajala.csv
zi,S,outahajala.csv
nnaḍuṛ,NNP,outahajala.csv
.,PUNC,outahajala.csv
zmmarɣ,VB,outahajala.csv
ad,PRPR,outahajala.csv
ssnɣ,VB,outahajala.csv
ismawn,NN,outahajala.csv
nwm,PPOS,outahajala.csv
?,PUNC,outahajala.csv
taziri,NNP,outahajala.csv
:,PUNC,outahajala.csv
ism,NN,outahajala.csv
inu,DT,outahajala.csv
taziri,NNP,outahajala.csv
",",PUNC,outahajala.csv
ncc,PP,outahajala.csv
zg,S,outahajala.csv
iɣrm,NN,outahajala.csv
n,S,outahajala.csv
lḥusima,NNP,outahajala.csv
",",PUNC,outahajala.csv
umi,REL,outahajala.csv
nqqaṛ,VB,outahajala.csv
ncnin,PP,outahajala.csv
byya,NN,outahajala.csv
.,PUNC,outahajala.csv
wa,DT,outahajala.csv
d,PRED,outahajala.csv
uma,NN,outahajala.csv
",",PUNC,outahajala.csv
ism,NN,outahajala.csv
nns,DT,outahajala.csv
ṭaṛiq,NNP,outahajala.csv
.,PUNC,outahajala.csv
maca,C,outahajala.csv
",",PUNC,outahajala.csv
ini,VB,outahajala.csv
maymmi,INT,outahajala.csv
d,PROR,outahajala.csv
tusid,VB,outahajala.csv
da,DT,outahajala.csv
?,PUNC,outahajala.csv
maɣar,INT,outahajala.csv
ur,NEG,outahajala.csv
illi,VB,outahajala.csv
ɣarwm,S_PP,outahajala.csv
uftis,NN,outahajala.csv
di,S,outahajala.csv
nnaḍuṛ,NNP,outahajala.csv
?,PUNC,outahajala.csv
idir,NNP,outahajala.csv
:,PUNC,outahajala.csv
uhu,ADV,outahajala.csv
!,PUNC,outahajala.csv
aftis,NN,outahajala.csv
illa,VB,outahajala.csv
",",PUNC,outahajala.csv
maca,C,outahajala.csv
ncc,PP,outahajala.csv
usiɣ,VB,outahajala.csv
d,PROR,outahajala.csv
",",PUNC,outahajala.csv
minzi,C,outahajala.csv
xsɣ,VB,outahajala.csv
ad,PRPR,outahajala.csv
sszriɣ,VB,outahajala.csv
tanuṛẓmt,NN,outahajala.csv
inu,DT,outahajala.csv
da,DT,outahajala.csv
",",PUNC,outahajala.csv
ḥuma,C,outahajala.csv
ad,PRPR,outahajala.csv
snɣ,VB,outahajala.csv
lḥusima,NNP,outahajala.csv
d,C,outahajala.csv
ṛunuḍ,NN,outahajala.csv
nns,DT,outahajala.csv
.,PUNC,outahajala.csv
u,NEG,outahajala.csv
ɣari,S_PP,outahajala.csv
ɣana,NN,outahajala.csv
ad,PRPR,outahajala.csv
ggɣ,VB,outahajala.csv
imddukal,NN,outahajala.csv
imaynutn,ADJ,outahajala.csv
.,PUNC,outahajala.csv
ṭaṛiq,NNP,outahajala.csv
:,PUNC,outahajala.csv
maca,C,outahajala.csv
surf,VB,outahajala.csv
iyi,S_PP,outahajala.csv
",",PUNC,outahajala.csv
ncc,PP,outahajala.csv
ur,NEG,outahajala.csv
ttwiliɣ,VB,outahajala.csv
maymmi,INT,outahajala.csv
txsd,VB,outahajala.csv
ad,PRPR,outahajala.csv
tggd,VB,outahajala.csv
imddukal,NN,outahajala.csv
!,PUNC,outahajala.csv
idir,NNP,outahajala.csv
:,PUNC,outahajala.csv
ayhay,ADV,outahajala.csv
a,VOC,outahajala.csv
uma,NNK_PP,outahajala.csv
!,PUNC,outahajala.csv
mala,ADV,outahajala.csv
ur,NEG,outahajala.csv
llin,VB,outahajala.csv
imddukal,NN,outahajala.csv
",",PUNC,outahajala.csv
ur,NEG,outahajala.csv
ylli,VB,outahajala.csv
walu,NN,outahajala.csv
.,PUNC,outahajala.csv
minzi,ADV,outahajala.csv
d,PRED,outahajala.csv
nitni,PP,outahajala.csv
i,S,outahajala.csv
issaɣan,VBP,outahajala.csv
afus,NN,outahajala.csv
",",PUNC,outahajala.csv
sscanen,VB,outahajala.csv
tiɣit,NN,outahajala.csv
",",PUNC,outahajala.csv
tticcn,VB,outahajala.csv
tisurarin,NN,outahajala.csv
nnsn,DT,outahajala.csv
i,S,outahajala.csv
yinni,VB,outahajala.csv
ur,PROT,outahajala.csv
ɣar,S,outahajala.csv
yinni,PROT,outahajala.csv
ca,DT,outahajala.csv
",",PUNC,outahajala.csv
qqaṛn,VB,outahajala.csv
akd,ADV,outahajala.csv
wayawya,NN,outahajala.csv
",",PUNC,outahajala.csv
u,C,outahajala.csv
xmi,ADV,outahajala.csv
ttmmuddan,VB,outahajala.csv
ttarin,VB,outahajala.csv
tibratin,NN,outahajala.csv
i,S,outahajala.csv
wayawya,NN,outahajala.csv
.,PUNC,outahajala.csv
taziri,NNP,outahajala.csv
:,PUNC,outahajala.csv
d,PRED,outahajala.csv
tidt,NN,outahajala.csv
a,VOC,outahajala.csv
uma,NNK_PP,outahajala.csv
!,PUNC,outahajala.csv
ṭaṛiq,NNP,outahajala.csv
:,PUNC,outahajala.csv
mala,INT,outahajala.csv
txsd,VB,outahajala.csv
ad,PRPR,outahajala.csv
kidnɣ,S_PP,outahajala.csv
tqqimd,VB,outahajala.csv
ad,PRPR,outahajala.csv
ck,PP,outahajala.csv
nisi,VB,outahajala.csv
xf,S,outahajala.csv
wabliwn,NN,outahajala.csv
n,S,outahajala.csv
tiṭṭawin,NN,outahajala.csv
nnɣ,PPOS,outahajala.csv
!,PUNC,outahajala.csv
idir,NN,outahajala.csv
:,PUNC,outahajala.csv
tanmmirt,NN,outahajala.csv
aṭṭaṢ,ADV,outahajala.csv
a,VOC,outahajala.csv
ṭaṛiq,NNP,outahajala.csv
.,PUNC,outahajala.csv
taziri,NNP,outahajala.csv
:,PUNC,outahajala.csv
ittwanna,VB,outahajala.csv
iyi,S_PP,outahajala.csv
",",PUNC,outahajala.csv
a,VOC,outahajala.csv
ṭaṛiq,NNP,outahajala.csv
",",PUNC,outahajala.csv
aqqa,ADV,outahajala.csv
ittwagg,VB,outahajala.csv
da,DT,outahajala.csv
ijj,DT,outahajala.csv
n,S,outahajala.csv
wansa,NN,outahajala.csv
ttwagmarn,VB,outahajala.csv
din,DT,outahajala.csv
islman,NN,outahajala.csv
.,PUNC,outahajala.csv
nnan,VB,outahajala.csv
iyi,S_PP,outahajala.csv
aqqa,ADV,outahajala.csv
zzat,ADV,outahajala.csv
s,S,outahajala.csv
ijj,DT,outahajala.csv
n,S,outahajala.csv
uḥmmas,ADJ,outahajala.csv
",",PUNC,outahajala.csv
tččcan,VB,outahajala.csv
din,DT,outahajala.csv
islman,NN,outahajala.csv
icnfn,VBP,outahajala.csv
.,PUNC,outahajala.csv
tzmmard,VB,outahajala.csv
ad,PRPR,outahajala.csv
anɣ,PP,outahajala.csv
din,PROR,outahajala.csv
tawyd,VB,outahajala.csv
",",PUNC,outahajala.csv
ḥuma,C,outahajala.csv
ad,PRPR,outahajala.csv
as,S_PP,outahajala.csv
nscn,VB,outahajala.csv
tammurt,NN,outahajala.csv
i,S,outahajala.csv
yidir,NNP,outahajala.csv
?,PUNC,outahajala.csv
ṭaṛiq,NNP,outahajala.csv
:,PUNC,outahajala.csv
s,S,outahajala.csv
wul,NN,outahajala.csv
inu,DT,outahajala.csv
immir,VB,outahajala.csv
.,PUNC,outahajala.csv
ansa,NN,outahajala.csv
nni,DT,outahajala.csv
ur,NEG,outahajala.csv
iggwij,VB,outahajala.csv
aṭṭaṢ,ADV,outahajala.csv
.,PUNC,outahajala.csv
ugurt,NN,outahajala.csv
!,PUNC,outahajala.csv
.,PUNC,outahajala.csv
tasmunt,NN,outahajala.csv
n,S,outahajala.csv
tuda,NNP,outahajala.csv
zikk,ADV,outahajala.csv
",",PUNC,outahajala.csv
llig,ADV,outahajala.csv
ar,PRPR,outahajala.csv
sawaln,VB,outahajala.csv
imudar,NN,outahajala.csv
",",PUNC,outahajala.csv
tlla,VB,outahajala.csv
yat,PROT,outahajala.csv
tgujilt,NN,outahajala.csv
tar,S,outahajala.csv
immas,NNK_PP,outahajala.csv
g,S,outahajala.csv
taddart,NN,outahajala.csv
nnsn,DT,outahajala.csv
nttat,PP,outahajala.csv
d,C,outahajala.csv
babas,NNK_PP,outahajala.csv
d,C,outahajala.csv
tmṭṭuḍt,NN,outahajala.csv
n,S,outahajala.csv
babas,NNK_PP,outahajala.csv
d,C,outahajala.csv
istmas,NNK_PP,outahajala.csv
sg,S,outahajala.csv
babas,NNK_PP,outahajala.csv
.,PUNC,outahajala.csv
tagujilt,NN,outahajala.csv
ad,DT,outahajala.csv
",",PUNC,outahajala.csv
ism,NN,outahajala.csv
nns,DT,outahajala.csv
tuda,NNP,outahajala.csv
.,PUNC,outahajala.csv
iddɣ,C,outahajala.csv
ur,NEG,outahajala.csv
tt,PP,outahajala.csv
tḥmil,VB,outahajala.csv
tmṭṭuḍt,NN,outahajala.csv
n,S,outahajala.csv
babas,NNK_PP,outahajala.csv
",",PUNC,outahajala.csv
tgra,VB,outahajala.csv
ɣifs,S_PP,outahajala.csv
aggwa,NN,outahajala.csv
n,S,outahajala.csv
taddart,NN,outahajala.csv
kul,ADV,outahajala.csv
.,PUNC,outahajala.csv
sg,S,outahajala.csv
ma,REL,outahajala.csv
ay,FOC,outahajala.csv
d,PROR,outahajala.csv
ttnqqar,VB,outahajala.csv
tafukt,NN,outahajala.csv
",",PUNC,outahajala.csv
d,PRED,outahajala.csv
tuda,NNP,outahajala.csv
tsmun,VB,outahajala.csv
",",PUNC,outahajala.csv
tssirid,VB,outahajala.csv
",",PUNC,outahajala.csv
tssnwa,VB,outahajala.csv
.,PUNC,outahajala.csv
ur,NEG,outahajala.csv
da,PRPR,outahajala.csv
ttafa,VB,outahajala.csv
ad,PRPR,outahajala.csv
tkmz,VB,outahajala.csv
ixf,NN,outahajala.csv
nns,PPOS,outahajala.csv
",",PUNC,outahajala.csv
qqimnt,VB,outahajala.csv
istmas,NN,outahajala.csv
da,PRPR,outahajala.csv
tturarnt,VB,outahajala.csv
.,PUNC,outahajala.csv
mani,INT,outahajala.csv
kwn,PP,outahajala.csv
tlla,VB,outahajala.csv
yat,DT,outahajala.csv
tydit,NN,outahajala.csv
ɣr,S,outahajala.csv
middn,NN,outahajala.csv
ad,DT,outahajala.csv
",",PUNC,outahajala.csv
ism,NN,outahajala.csv
nns,PP,outahajala.csv
tasmunt,NNP,outahajala.csv
",",PUNC,outahajala.csv
tɛzz,VB,outahajala.csv
cigan,ADV,outahajala.csv
ɣr,S,outahajala.csv
tuda,NN,outahajala.csv
",",PUNC,outahajala.csv
ar,PRPR,outahajala.csv
dids,S_PP,outahajala.csv
tbṭṭu,VB,outahajala.csv
aynna,PDEM,outahajala.csv
n,S,outahajala.csv
imiq,ADV,outahajala.csv
n,S,outahajala.csv
wučči,NN,outahajala.csv
nna,REL,outahajala.csv
as,S_PP,outahajala.csv
takka,VB,outahajala.csv
tmṭṭuḍt,NN,outahajala.csv
n,S,outahajala.csv
babas,NNK_PP,outahajala.csv
.,PUNC,outahajala.csv
yan,DT,outahajala.csv
wass,NN,outahajala.csv
",",PUNC,outahajala.csv
tlla,VB,outahajala.csv
tuda,NNP,outahajala.csv
ar,PRPR,outahajala.csv
tszdig,VB,outahajala.csv
taddart,NN,outahajala.csv
",",PUNC,outahajala.csv
tsl,VB,outahajala.csv
i,S,outahajala.csv
tydit,NN,outahajala.csv
da,PRPR,outahajala.csv
as,S_PP,outahajala.csv
tsawal,VB,outahajala.csv
:,PUNC,outahajala.csv
«,PUNC,outahajala.csv
ddu,VB,outahajala.csv
ad,PRPR,outahajala.csv
tswunfud,VB,outahajala.csv
",",PUNC,outahajala.csv
aǧǧ,VB,outahajala.csv
iyi,PP,outahajala.csv
ad,PRPR,outahajala.csv
am,S_PP,outahajala.csv
smunɣ,VB,outahajala.csv
taddart,NN,outahajala.csv
»,PUNC,outahajala.csv
.,PUNC,outahajala.csv
tṛẓm,VB,outahajala.csv
gis,S_PP,outahajala.csv
tuda,NNP,outahajala.csv
alln,NN,outahajala.csv
d,C,outahajala.csv
yimi,NN,outahajala.csv
",",PUNC,outahajala.csv
tnna,VB,outahajala.csv
as,S_PP,outahajala.csv
:,PUNC,outahajala.csv
«,PUNC,outahajala.csv
is,INT,outahajala.csv
tssnd,VB,outahajala.csv
ad,PRPR,outahajala.csv
tsiwld,VB,outahajala.csv
?,PUNC,outahajala.csv
»,PUNC,outahajala.csv
tṭṢa,VB,outahajala.csv
tydit,NN,outahajala.csv
",",PUNC,outahajala.csv
tnna,VB,outahajala.csv
as,S_PP,outahajala.csv
i,S,outahajala.csv
tuda,NN,outahajala.csv
«,PUNC,outahajala.csv
ddu,VB,outahajala.csv
",",PUNC,outahajala.csv
ddu,VB,outahajala.csv
ɣr,S,outahajala.csv
tɣmrt,NN,outahajala.csv
nna,DT,outahajala.csv
g,S,outahajala.csv
nttetta,VB,outahajala.csv
hat,DT,outahajala.csv
srsɣ,VB,outahajala.csv
am,S_PP,outahajala.csv
ca,PROT,outahajala.csv
gis,S_PP,outahajala.csv
»,PUNC,outahajala.csv
.,PUNC,outahajala.csv
tddu,VB,outahajala.csv
tuda,NNP,outahajala.csv
ɣr,S,outahajala.csv
unsa,NN,outahajala.csv
nna,REL,outahajala.csv
myarnt,VB,outahajala.csv
da,PRPR,outahajala.csv
gis,S_PP,outahajala.csv
ttettant,VB,outahajala.csv
",",PUNC,outahajala.csv
taf,VB,outahajala.csv
nn,PROR,outahajala.csv
učči,NN,outahajala.csv
azddag,NN,outahajala.csv
",",PUNC,outahajala.csv
anaḍfat,ADJ,outahajala.csv
iɣms,VB,outahajala.csv
s,S,outahajala.csv
yan,DT,outahajala.csv
lcttan,ROT,outahajala.csv
umlil,ADJ,outahajala.csv
.,PUNC,outahajala.csv
tčč,VB,outahajala.csv
",",PUNC,outahajala.csv
tsu,VB,outahajala.csv
",",PUNC,outahajala.csv
taɣul,VB,outahajala.csv
d,PROR,outahajala.csv
ɣr,S,outahajala.csv
tsmunt,NN,outahajala.csv
taf,VB,outahajala.csv
taddart,NN,outahajala.csv
tmun,VB,outahajala.csv
",",PUNC,outahajala.csv
učči,NN,outahajala.csv
inwa,VB,outahajala.csv
",",PUNC,outahajala.csv
iɛbann,NN,outahajala.csv
aridn,VBP,outahajala.csv
.,PUNC,outahajala.csv
tnna,VB,outahajala.csv
as,S_PP,outahajala.csv
i,S,outahajala.csv
tydit,NN,outahajala.csv
nns,DT,outahajala.csv
:,PUNC,outahajala.csv
«,PUNC,outahajala.csv
mimc,ADV,outahajala.csv
tggid,VB,outahajala.csv
i,S,outahajala.csv
uya,DT,outahajala.csv
ad,PRPR,outahajala.csv
t,PP,outahajala.csv
tsmunt,VB,outahajala.csv
?,PUNC,outahajala.csv
»,PUNC,outahajala.csv
trar,VB,outahajala.csv
d,PROR,outahajala.csv
ɣifs,S_PP,outahajala.csv
tnna,VB,outahajala.csv
as,S_PP,outahajala.csv
:,PUNC,outahajala.csv
«,PUNC,outahajala.csv
ma,REL,outahajala.csv
ayd,FOC,outahajala.csv
km,PP,outahajala.csv
iddan,VBP,outahajala.csv
.,PUNC,outahajala.csv
sg,S,outahajala.csv
wass,NN,outahajala.csv
ad,DT,outahajala.csv
",",PUNC,outahajala.csv
ur,NEG,outahajala.csv
sar,ADV,outahajala.csv
ttasi,VB,outahajala.csv
anzwum,NN,outahajala.csv
i,S,outahajala.csv
awd,C,outahajala.csv
imiqq,ADV,outahajala.csv
»,PUNC,outahajala.csv
.,PUNC,outahajala.csv
zrin,VB,outahajala.csv
wussan,NN,outahajala.csv
",",PUNC,outahajala.csv
tannay,VB,outahajala.csv
tmṭṭuḍt,NN,outahajala.csv
n,S,outahajala.csv
babas,NNK_PP,outahajala.csv
n,S,outahajala.csv
tuda,NNP,outahajala.csv
",",PUNC,outahajala.csv
tarbibt,NN,outahajala.csv
nns,DT,outahajala.csv
taɣul,VB,outahajala.csv
tdus,ADJ,outahajala.csv
",",PUNC,outahajala.csv
taɣul,VB,outahajala.csv
tɣuda,ADJ,outahajala.csv
;,PUNC,outahajala.csv
tɣal,VB,outahajala.csv
is,INT,outahajala.csv
d,PROR,outahajala.csv
anct,ADV,outahajala.csv
n,S,outahajala.csv
twuri,NN,outahajala.csv
nna,REL,outahajala.csv
ttgga,VB,outahajala.csv
tuda,NNP,outahajala.csv
ayd,FOC,outahajala.csv
tt,PP,outahajala.csv
isɣudan,VBP,outahajala.csv
.,PUNC,outahajala.csv
tkks,VB,outahajala.csv
as,S_PP,outahajala.csv
tt,PP,outahajala.csv
",",PUNC,outahajala.csv
tgr,VB,outahajala.csv
tt,PP,outahajala.csv
ɣr,S,outahajala.csv
istis,NNK_PP,outahajala.csv
.,PUNC,outahajala.csv
mani,INT,outahajala.csv
kwn,PP,outahajala.csv
",",PUNC,outahajala.csv
isla,VB,outahajala.csv
memmis,NNK_PP,outahajala.csv
n,S,outahajala.csv
ugllid,NN,outahajala.csv
n,S,outahajala.csv
tmazirt,NN,outahajala.csv
nna,REL,outahajala.csv
s,S,outahajala.csv
tɣudi,NN,outahajala.csv
n,S,outahajala.csv
tuda,NNP,outahajala.csv
",",PUNC,outahajala.csv
yazn,VB,outahajala.csv
d,PROR,outahajala.csv
imazann,NN,outahajala.csv
nns,PP,outahajala.csv
",",PUNC,outahajala.csv
ittr,VB,outahajala.csv
tt,PP,outahajala.csv
",",PUNC,outahajala.csv
yawl,VB,outahajala.csv
tt,PP,outahajala.csv
.,PUNC,outahajala.csv
tawi,VB,outahajala.csv
dids,S_PP,outahajala.csv
tuda,NNP,outahajala.csv
tasmunt,NN,outahajala.csv
ɣr,S,outahajala.csv
abrgmmi,NN,outahajala.csv
nna,DT,outahajala.csv
as,S_PP,outahajala.csv
iska,VB,outahajala.csv
ugllid,NN,outahajala.csv
.,PUNC,outahajala.csv
arba,NN,outahajala.csv
n,S,outahajala.csv
iɣrm,NN,outahajala.csv
yaḍnin,DT,outahajala.csv
ku,DT,outahajala.csv
asamas,NN,outahajala.csv
",",PUNC,outahajala.csv
da,PRPR,outahajala.csv
itturar,VB,outahajala.csv
yidir,NNP,outahajala.csv
takurt,ROT,outahajala.csv
agd,S,outahajala.csv
imddukal,NN,outahajala.csv
nns,DT,outahajala.csv
.,PUNC,outahajala.csv
yan,DT,outahajala.csv
wass,NN,outahajala.csv
",",PUNC,outahajala.csv
g,S,outahajala.csv
wannrar,NN,outahajala.csv
n,S,outahajala.csv
takurt,ROT,outahajala.csv
",",PUNC,outahajala.csv
ufan,VB,outahajala.csv
yan,DT,outahajala.csv
urba,NN,outahajala.csv
.,PUNC,outahajala.csv
agd,S,outahajala.csv
yan,DT,outahajala.csv
digsn,S,outahajala.csv
ur,NEG,outahajala.csv
t,PP,outahajala.csv
issin,VB,outahajala.csv
.,PUNC,outahajala.csv
llig,C,outahajala.csv
ira,VB,outahajala.csv
ad,PRPR,outahajala.csv
yurar,VB,outahajala.csv
aggidasn,S_PP,outahajala.csv
",",PUNC,outahajala.csv
inna,VB,outahajala.csv
as,S_PP,outahajala.csv
yitri,NNP,outahajala.csv
:,PUNC,outahajala.csv
-,PUNC,outahajala.csv
ur,NEG,outahajala.csv
tgit,VB,outahajala.csv
zg,S,outahajala.csv
usun,NN,outahajala.csv
nnɣ,PPOS,outahajala.csv
!,PUNC,outahajala.csv
zg,S,outahajala.csv
mani,ADV,outahajala.csv
tddit,VB,outahajala.csv
?,PUNC,outahajala.csv
inna,VB,outahajala.csv
as,S_PP,outahajala.csv
urba,NN,outahajala.csv
nna,DT,outahajala.csv
:,PUNC,outahajala.csv
-,PUNC,outahajala.csv
nkk,PP,outahajala.csv
",",PUNC,outahajala.csv
zg,S,outahajala.csv
